project_id,project_name,solution_id,optimization_id,solution_status,created_at,construct_id,spec_id,spec_name,prompt_version,code_optimization_llm,num_specs_in_solution,num_runtime_measurements,metric_name,runtime_measurements,metric_count
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,b412a453-703f-4f8c-8d06-919e2bc1f436,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,6a0eb2b3-5c4b-437e-a951-d26eb74c8ac1,075666b2-197c-419b-8677-d153b1a31ad6,gpt-4-o-31ad6,chain_of_thought,gpt-4-o,1,10,runtime,"1.437592217233032,2.2646376499906182,2.1599780581891537,2.257290979847312,2.160307529848069,2.1608857912942767,2.1615537791512907,2.2648413069546223,2.2692410382442176,2.261007288005203",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,2071240c-c228-4f1a-b20f-47dd22a95941,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,e63d7b09-e388-4d1c-b556-bdf20aabd160,2a1fddd2-b3ff-44af-8ec1-1a74016f797b,gpt-4-o-f797b,chain_of_thought,gpt-4-o,1,10,runtime,"1.4402031158097088,2.2616145028732717,2.1577636850997806,2.2608020356856287,2.2583495029248297,2.1571322502568364,2.1583079481497407,2.2595933503471315,2.261263803113252,2.15848923381418",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,aa217e6a-552c-4b7b-9c12-02b7055f7620,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,e63d7b09-e388-4d1c-b556-bdf20aabd160,a7111644-f5dd-4ebc-a3ec-92db4737dcbf,gpt-4-o-7dcbf,chain_of_thought,gpt-4-o,1,10,runtime,"1.4391862037591636,2.2739386749453843,2.1613025348633528,2.264177915174514,2.161510081961751,2.1608647098764777,2.1617002738639712,2.161890509072691,2.162781906314194,2.265816613100469",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,6aaa504c-874e-43f4-bc43-adbdedde813a,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,e63d7b09-e388-4d1c-b556-bdf20aabd160,ac8759e6-1a59-4667-b8c9-33c1386383bf,gpt-4-o-383bf,few_shot,gpt-4-o,1,10,runtime,"1.4401388047263026,2.268923767376691,2.1633911849930882,2.265872824937105,2.2641613013111055,2.266032807994634,2.162895728368312,2.163469842169434,2.163489588070661,2.1635515680536628",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,fddcc2db-07fb-410c-95f3-9de63951b577,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,6a0eb2b3-5c4b-437e-a951-d26eb74c8ac1,e0b49224-7789-454d-861e-c27e1125a331,gpt-4-o-5a331,no_task_context,gpt-4-o,1,10,runtime,"1.4386536302044988,2.2666478352621198,2.164051915984601,2.2671621311455965,2.1669830679893494,2.270336986053735,2.2673563761636615,2.262602671980858,2.159873930737376,2.264560831710696",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,81d472b0-c8a7-49ab-80b2-c8eb0a24b736,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,e63d7b09-e388-4d1c-b556-bdf20aabd160,da97489c-8c8d-4fc6-867d-a7176511eefb,gpt-4-o-1eefb,minimal_context,gpt-4-o,1,10,runtime,"1.440393563825637,2.2675382792949677,2.163297826424241,2.2661586352624,2.1632895157672465,2.1618868988007307,2.2658808049745858,2.1629055310040712,2.2642235718667507,2.263576323632151",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,4f963b52-b9ad-47df-aa24-9083b4892b90,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,e63d7b09-e388-4d1c-b556-bdf20aabd160,e2f141ff-01c6-4db2-8bc5-e471e07e1914,gpt-4-o-e1914,no_llm_context,gpt-4-o,1,10,runtime,"1.4419084079563618,2.267772115301341,2.164412844926119,2.2680645124055445,2.0617706612683833,2.1608454938977957,2.2639310038648546,2.1621561530046165,2.1624321439303458,2.2676276988349855",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,9b88605f-2b05-4a26-86d3-681333679928,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,9d73886e-2182-4b92-8fc3-480420f877e9,fd8dee92-2b64-49b2-844f-4e22be0ecfec,gpt-4-o-ecfec,few_shot,gpt-4-o,1,10,runtime,"1.4292549160309136,2.1464361497201025,2.249616135377437,2.1465773819945753,2.2487722476944327,2.2440343340858817,2.2472858340479434,2.2447677752934396,2.1467034220695496,2.248909548856318",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,df300f26-0053-4806-8e87-5d238cded827,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,9d73886e-2182-4b92-8fc3-480420f877e9,55859f8a-e601-45f5-af3e-324a70e99fff,gpt-4-o-99fff,mpco,gpt-4-o,1,10,runtime,"1.4301155977882445,2.244536945130676,2.2441797400824726,2.2451770189218223,2.2431343751959503,2.244155365973711,2.143067475873977,2.147127360571176,2.147156124934554,2.1484765969216824",10
26ecc1a2-2b9c-4733-9d5d-07d0a6608686,BitmapPlusPlus,8889ef85-79f5-4018-855a-c83a4ab314bb,0b3c2b1e-ec02-4cb5-9135-48ec1007a611,SolutionStatusEnum.success,Unknown,9d73886e-2182-4b92-8fc3-480420f877e9,a954fadc-4ff4-4ce2-b0e5-f98472d67201,gpt-4-o-67201,baseline,gpt-4-o,1,10,runtime,"1.4299992960877717,2.2495517637580633,2.14700234727934,2.2517753168940544,2.1419366048648953,2.244070258922875,2.250341132748872,2.2426919280551374,2.2445237720385194,2.245318685192615",10
